threshold_b,threshold_m,threshold_u,bACC,ACC,f1_micro,f1_macro,f1_weighted,zero_day_recall_extension,zero_day_recall_total
-0.004199663778210894,0.98,-,0.8904965935367929,0.5325649869605451,0.5325649869605451,0.7293266967971306,0.6855216367189799,-,-
-0.004199663778210894,0.98,0.0040588613744241275,0.9421055097306594,0.9767813577858164,0.9767813577858164,0.7962745623117298,0.9821795973981965,0.8936170212765957,9.659574468085106
